105669,2EvcArwAvk8NKhgQgXvZNK,Oscar Hollis,Forever Flowers & Juices,Forever Flowers,8,192000,False,0.784,0.252,0,-17.753,1,0.107,0.907,0.892,0.11,0.262,104.928,3,study;;;;;;;;;;;;;;;;;
46964,6ONiXjA3qViG5bg68hjiLm,2 Brothers On The 4th Floor,I'm Thinkin' Of U,Living In XTC,16,200880,False,0.687,0.894,4,-8.868,0,0.039,0.0612,0.894,0.0539,0.657,127.027,4,happy;;;;;;;;;;;;;;;;;
34966,3iewNLhxQyJXdYVYFKj86Y,Prateek Kuhad,Prateek Kuhad on Audiotree Live,cold / mess - Audiotree Live Version,33,260424,False,0.5,0.0981,10,-13.88,1,0.0412,0.926,0.000938,0.115,0.324,148.376,3,folk;;;;;;;;;;;;;;;;;
70146,1bQHKplf5fkkecalhAgYp0,A-Lin,LINK,摯友,62,318938,False,0.315,0.445,2,-7.953,0,0.0287,0.578,0.0,0.281,0.213,138.772,4,mandopop;;;;;;;;;;;;;;;;;
82616,5AFtplOqaP5Ji21E5HC5Wk,The Bombpops,Fear of Missing Out,Capable of Lies,22,155200,False,0.566,0.929,2,-4.663,1,0.0344,2.2e-05,0.0,0.0993,0.811,107.436,4,power-pop;;;;;;;;;;;;;;;;;
"77595,2PYMEHAGYp28l3t0iBYglI,Kamisa 10,""Pagode do K10 (Ao Vivo em Goiânia), Vol. 1"",Só Penso no Lar / Mande um Sinal / Porradão / Modo Avião - Ao Vivo,44,457612,False,0.35,0.75,5,-6.803,1,0.0697,0.701,6.54e-05,0.436,0.463,159.395,4,pagode";;;;;;;;;;;;;;;;;
"35885,6LnbaR5hLhhJkmmwYuMfCD,Cavalo De Pau,""Forró Cavalo de Pau, Vol. I (Ao Vivo)"",Passos na Areia / Juras de Amor - Ao Vivo,38,219773,False,0.63,0.975,9,-4.305,0,0.0526,0.093,0.000418,0.365,0.631,111.205,4,forro";;;;;;;;;;;;;;;;;
106246,5dxgUzUSEMddBRjMZk6bj4,Lasse Stefanz,Road Trip,Huaröd,45,151484,False,0.647,0.813,9,-5.076,1,0.0758,0.135,0.0,0.173,0.826,153.994,4,swedish;;;;;;;;;;;;;;;;;
96181,0V52aCefKzQy0xkeX6dSlq,Grupo Fundo De Quintal,Vou Festejar,Sorriso Negro,43,196186,False,0.594,0.85,9,-8.529,1,0.112,0.356,0.0,0.982,0.426,102.695,4,samba;;;;;;;;;;;;;;;;;
55808,5kk2LCpvmacfFTtIUbaJ34,Pritam;Babbu Maan;Suzanne D'Mello,Crook (Original Motion Picture Soundtrack),Challa,44,225146,False,0.714,0.823,7,-5.38,0,0.1,0.248,2.44e-05,0.0483,0.727,96.021,4,indian;;;;;;;;;;;;;;;
27135,3q2uX1BAjCiKmhEQiqWZTD,Friction,Set Me Free,Set Me Free,57,223526,False,0.376,0.969,5,-2.495,0,0.0459,0.0016,0.29,0.162,0.493,173.941,4,drum-and-bass;;;;;;;;;;;;;;;;;
43408,5KThtMIv1xANYdpvhVHKEx,Xandl,The Reason,The Reason - Radio Edit,36,218360,False,0.718,0.947,11,-9.572,0,0.0466,0.0328,0.692,0.0763,0.346,121.992,4,groove;;;;;;;;;;;;;;;;;
25748,4AvDVJanSzb89H4mmIV1aI,Christian Anders,Christian Anders - Ruby 2010,Christian Anders - Ruby 2010 - 3select Rmx,31,254943,False,0.706,0.881,2,-5.792,1,0.0289,0.0573,1.49e-05,0.144,0.682,130.03,4,disco;;;;;;;;;;;;;;;;;
36196,3zP5yRv22b4fEsyW7YEzG3,Suprême NTM,Le monde de demain (Bande originale de la série),Le monde de demain,8,239613,True,0.748,0.887,10,-9.044,0,0.153,0.0209,0.000187,0.0409,0.95,96.986,4,french;;;;;;;;;;;;;;;;;
"112468,6VvtVCA2KqgpPrdS3MgPH8,Tankurt Manas,""Koleksiyon, Vol. 2"",Flex Man,41,232333,False,0.668,0.939,0,-4.824,1,0.206,0.466,0.0,0.0716,0.687,74.996,4,turkish";;;;;;;;;;;;;;;;;
"107012,05eZlxyjbkHMPCnunUasCS,Tove Lo,""How Long (From """"Euphoria"""" An HBO Original Series)"",""How Long - From""""Euphoria"""" An HBO Original Series"",71,199314,False,0.668,0.687,7,-7.129,0,0.058,0.0157,0.000822,0.149,0.468,97.025,4,synth-pop";;;;;;;;;;;;;;;;;
50992,7DmLYsuGzH78YFzsPDh0yM,Kotiteollisuus,Kotiteollisuus,Soitellen sotaan,18,251560,False,0.471,0.92,8,-4.422,1,0.0575,0.000234,0.84,0.0976,0.331,75.002,4,heavy-metal;;;;;;;;;;;;;;;;;
75003,6YyqULhTNU7AKaKJKChluQ,Enigma,MCMXC a.D.,Principles Of Lust: Sadeness / Find Love / Sadeness (Reprise),62,703133,False,0.611,0.429,7,-15.362,1,0.0365,0.128,0.468,0.031,0.469,95.008,4,new-age;;;;;;;;;;;;;;;;;
18985,6PsQ0ebGcEttPswicaYLoO,Steve Hofstetter,Cure for the Cable Guy,The Reason I Recorded This Album,20,64693,True,0.634,0.411,8,-14.215,1,0.942,0.713,0.0,0.674,0.587,94.288,3,comedy;;;;;;;;;;;;;;;;;
"14584,7yepJkCplAsTR9djCqd81v,The Kiboomers,""The Award Winning Baby Songs Collection - Sleep Time, Play Time, Dance Time & Learning Time Songs"",Too Ra Loo,32,140000,False,0.259,0.597,5,-19.255,1,0.0311,0.841,0.00643,0.295,0.0512,91.139,3,children";;;;;;;;;;;;;;;;;
69575,1WxQm7wiwAMmNiR0RUxlNP,Sajeer Koppam,Thaali,Ee Hridhayam Niraye,24,305868,False,0.61,0.544,3,-6.364,0,0.027,0.208,0.000312,0.249,0.363,132.178,4,malay;;;;;;;;;;;;;;;;;
14292,2zLZlLQFCvtMdLrw9tyX4D,Alvin & The Chipmunks;David Seville,Christmas Faves 2022,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,0,141026,False,0.609,0.434,3,-9.478,1,0.0353,0.711,1.17e-06,0.148,0.777,152.166,3,children;;;;;;;;;;;;;;;;
67181,3Eo7rOfvXRzGq68b9PVfZE,Wisin & Yandel,Esto No Se Le Dedica A Cualquiera,Estoy Enamorado,2,271720,False,0.78,0.725,6,-6.032,1,0.0503,0.288,0.0,0.0851,0.431,100.92,4,latin;;;;;;;;;;;;;;;;;
39654,0rUpmoJPOzpphOMmpA7ziW,AYLIVA;Ali Gatie,When I Cry (feat. Ali Gatie),When I Cry (feat. Ali Gatie),53,134000,False,0.553,0.661,9,-6.829,0,0.0352,0.209,0.0,0.139,0.217,150.026,4,german;;;;;;;;;;;;;;;;
97180,7lVAn5bfk0IivFpUO663TZ,Eduardo Costa,Pantanal,Cabocla Tereza,50,283202,False,0.498,0.564,7,-5.047,1,0.132,0.554,0.0,0.109,0.54,166.142,4,sertanejo;;;;;;;;;;;;;;;;;
"34677,3D8dwH690MXQRhtIZTSS9c,John Denver,John Denver's Greatest Hits,""Leaving, On a Jet Plane - """"Greatest Hits"""" Version"",62,245533,False,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,4,folk";;;;;;;;;;;;;;;;;
21073,7dJaFnCbfapWfVhGzvNBMK,Omah Lay;Justin Bieber,Hit After Hit,Attention,0,180563,False,0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,4,dancehall;;;;;;;;;;;;;;;;
50761,0aAX3PzSwgxfJ9ehPf98yp,Yajaira,Vuelve a Arder,Muerte Astral,21,222963,False,0.498,0.673,5,-14.232,0,0.0349,0.00466,0.687,0.0944,0.29,136.571,4,heavy-metal;;;;;;;;;;;;;;;;;
605,0BhmtRzdjNV0bQ5veUOazN,Anna Hamilton,Self Help,Self Help,36,156923,False,0.778,0.445,7,-8.228,1,0.0468,0.45,1.28e-06,0.119,0.502,130.01,4,acoustic;;;;;;;;;;;;;;;;;
51042,4wCy7erulqUfFQNVaZBD9b,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),Once Upon a Time,72,143709,False,0.646,0.879,1,-3.668,1,0.0823,0.00659,0.0607,0.117,0.429,123.849,4,hip-hop;;;;;;;;;;;;;;;;;
"39703,5n44Y1e8exufbm9mmAvopf,Ramin Djawadi,Game Of Thrones (Music From The HBO Series),""Goodbye Brother - From The """"Game Of Thrones"""" Soundtrack"",57,187280,False,0.17,0.0234,3,-28.042,1,0.0452,0.714,0.891,0.118,0.0326,127.138,4,german";;;;;;;;;;;;;;;;;
61296,5XrKq555zNrFoO4tBfXcUi,Nogizaka46,Time flies (Complete Edition),夏のFree&Easy,25,302760,False,0.399,0.935,0,-3.878,1,0.0717,0.0178,1.02e-05,0.272,0.424,169.841,4,j-idol;;;;;;;;;;;;;;;;;
109744,3far60nHEGxiwQpcG44FOd,Partyraiser,You Ain't Telling Me Shit,Taking Over Control,27,170400,False,0.561,0.901,5,-1.51,1,0.0558,0.00771,0.0183,0.2,0.0375,105.021,4,techno;;;;;;;;;;;;;;;;;
77065,6LgkG3CQKp6qejNMpOatMj,LUDMILLA,Numanice (Ao vivo),Sintoma de Amor / Depois do Amor / Agenda - Ao vivo,56,325002,False,0.502,0.68,0,-6.172,1,0.0347,0.754,0.0,0.0866,0.786,156.935,4,pagode;;;;;;;;;;;;;;;;;
11940,2YJgM8lj4u5YEZRSHSfL60,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Bell Bottom Blues,59,301720,False,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.136,4,british;;;;;;;;;;;;;;;;;
100387,3IEecJPIYMtICfGox7HkwS,Out Of Control Army,Out Of Control Army en Vivo Desde el Multiforo Alicia,Mi Corazón Encantado - En Vivo,36,219118,False,0.444,0.855,0,-9.335,1,0.043,0.0193,0.00464,0.173,0.796,165.517,4,ska;;;;;;;;;;;;;;;;;
63824,6dkNzag9ucTnvnhJ4QlI3f,Mr.Children,I'LL BE,I'LL BE,32,338866,False,0.551,0.703,3,-6.232,1,0.0297,0.0386,0.00333,0.114,0.429,124.126,4,j-rock;;;;;;;;;;;;;;;;;
94913,2aAy4i9e0GiNs4W1ePDtCu,Eric Reprid,Get More,Get More,35,188035,True,0.886,0.564,6,-7.227,0,0.157,0.793,0.0,0.231,0.439,120.053,4,sad;;;;;;;;;;;;;;;;;
74642,6ams2xVIacklnXcj6sPpbA,Ednardo;Amelinha;Belchior,Pessoal do Ceará,Terral,41,264533,False,0.799,0.502,2,-8.051,1,0.0308,0.672,0.0,0.0929,0.502,122.051,4,mpb;;;;;;;;;;;;;;;
77077,2Fj8K3IROlXO1xp6Y6Vtu2,Pixote,15 Anos (Ao Vivo),Coisas do Amor (Fã de Carteirinha) / Você Pode - Ao Vivo,54,270426,False,0.379,0.805,6,-6.233,0,0.0993,0.352,0.0,0.968,0.722,157.094,4,pagode;;;;;;;;;;;;;;;;;
112242,1ogRx8rHI8vpSLxg6lUkdv,Norm Ender,Aura,Benim Stilim,43,213996,False,0.777,0.729,10,-6.456,0,0.156,0.0242,0.0,0.291,0.837,100.01,4,turkish;;;;;;;;;;;;;;;;;
35838,2Lmc7YPZND7DJPlmirwLqE,Chicão dos Teclados,As Melhores Com Chicão dos Teclados,Romance Desapegado,38,133250,False,0.814,0.475,6,-9.347,0,0.0882,0.0214,0.000161,0.354,0.959,136.927,4,forro;;;;;;;;;;;;;;;;;
"56143,5Hroj5K7vLpIG4FNCRIjbP,American Authors,""Oh, What A Life"",Best Day Of My Life,79,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,indie-pop";;;;;;;;;;;;;;;;;
68352,116H0KvKr2Zl4RPuVBruDO,Bad Bunny;Drake,MIA (feat. Drake),MIA (feat. Drake),79,210367,False,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,latino;;;;;;;;;;;;;;;;
37467,5I9Wovsej8nbTaa0AMdneR,Four Tops,Fiesta temática 60s,Reach Out I'll Be There - Single Version / Mono,1,179666,False,0.619,0.803,3,-3.521,0,0.0317,0.0703,0.0,0.27,0.73,119.538,4,funk;;;;;;;;;;;;;;;;;
86177,0vje1g0dkLILsDpxXTcBaJ,The Maine,Alternative Christmas 2022,Santa Stole My Girlfriend,0,182960,False,0.677,0.493,7,-6.595,1,0.0323,0.601,0.0,0.306,0.738,107.993,4,punk;;;;;;;;;;;;;;;;;
80278,3xF15SqY32Mno3UUMBirhU,Vishal-Shekhar;Chinmayi Sripada;Shekhar Ravjiani,Hasee Toh Phasee (Original Motion Picture Soundtrack),Zehnaseeb,63,217440,False,0.623,0.595,7,-6.342,1,0.0331,0.361,0.000136,0.353,0.418,78.029,4,pop-film;;;;;;;;;;;;;;;
20150,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,83,201000,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,dance;;;;;;;;;;;;;;;;;
60020,3QjIdDDKoZRyfWDKZC4Ayb,DEAN FUJIOKA,History Maker,History Maker,60,190044,False,0.397,0.668,9,-4.292,1,0.0855,0.102,0.0,0.0744,0.456,67.012,4,j-dance;;;;;;;;;;;;;;;;;
31883,5myjSxfvS8pzSMK3jJcfIL,Alec Benjamin,(Un)Commentary,The Way You Felt,60,183243,False,0.872,0.52,0,-6.928,1,0.0618,0.715,0.0,0.0982,0.736,131.918,4,electro;;;;;;;;;;;;;;;;;
53249,6CAdGfbTDDQiSC4BJ1TL5i,Anne-Marie,Merry Christmas,Think of Christmas,0,170306,False,0.546,0.829,6,-5.557,0,0.0769,0.221,0.0,0.139,0.76,90.062,4,house;;;;;;;;;;;;;;;;;
8216,47AOrVM9akhsb59TD6ijjz,Chuck Berry,Christmas Eve At Home,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,blues;;;;;;;;;;;;;;;;;
69849,6KAAhLUEt9AnGstQgIhb37,D’MASIV,Perubahan,Sebelah Mata,31,221093,False,0.56,0.732,0,-4.376,1,0.0363,0.00334,0.0,0.177,0.795,144.922,4,malay;;;;;;;;;;;;;;;;;
13142,435gYRqlNsl03RtASiPjCa,Glenn Underground,The Jerusalem EP's,Black Slaves = Israel,14,419360,False,0.688,0.719,10,-7.746,0,0.0413,0.000325,0.855,0.066,0.674,119.93,4,chicago-house;;;;;;;;;;;;;;;;;
104723,5NV19rJlAYrAAFXQTZVC55,Pereza;Juan Aguirre,Aproximaciones,Estrella Polar (with Juan Aguirre),56,211506,False,0.517,0.839,4,-3.957,1,0.0286,0.0296,0.000379,0.248,0.778,126.968,4,spanish;;;;;;;;;;;;;;;;
83528,3ZFosXgzvmN6wXs9wTaIxh,Calvin Harris;Tom Grennan;Oliver Heldens,By Your Side (feat. Tom Grennan) [Oliver Heldens Remix],By Your Side (feat. Tom Grennan) - Oliver Heldens Remix,59,238064,False,0.682,0.861,4,-6.047,0,0.0442,0.18,0.00684,0.0975,0.392,124.045,4,progressive-house;;;;;;;;;;;;;;;
37330,36ndD0PrOlo8NYc4xmZBZe,MC Cabelinho;Dallass,LITTLE HAIR,PODER BÉLICO,50,93473,True,0.81,0.689,2,-4.901,0,0.0818,0.629,0.0,0.179,0.57,95.005,4,funk;;;;;;;;;;;;;;;;
11024,1rjG7SQyLz8ih1PRKdhntE,YUNGBLUD,Best Alternative Pop Tunes,Life On Mars? - Live At A Bowie Celebration 2021,1,231207,False,0.478,0.536,10,-7.915,1,0.0319,0.631,0.000102,0.145,0.256,116.826,4,british;;;;;;;;;;;;;;;;;
107657,20A3kygqTufoVmkgL6Xawr,The Knife,Deep Cuts,Pass This On,48,228066,False,0.745,0.835,7,-5.896,0,0.0302,0.0285,0.000351,0.0784,0.697,129.977,4,synth-pop;;;;;;;;;;;;;;;;;
50455,5UY1H04zmALat9j3VF98wO,U.D.O.,Rev-Raptor,I Give as Good as I Get,49,258098,False,0.533,0.722,2,-10.233,0,0.0286,0.0107,0.0015,0.134,0.302,109.953,4,heavy-metal;;;;;;;;;;;;;;;;;
6815,5PsG3vg7isSwbJP06FvvUt,Borknagar,Quintessence,The Presence Is Ominous,16,294720,False,0.164,0.856,9,-4.534,0,0.0599,2.66e-06,0.0247,0.24,0.163,130.919,4,black-metal;;;;;;;;;;;;;;;;;
31647,6Zh8RyaIF8MsQ2os943OB7,Cali Y El Dandee,Para entrar en calor,Sirena,1,205791,False,0.755,0.767,1,-4.446,1,0.0535,0.00459,8.28e-06,0.0618,0.321,93.959,4,electro;;;;;;;;;;;;;;;;;
2770,4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The Kids Aren't Alright,81,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,alt-rock;;;;;;;;;;;;;;;;;
96780,3dGkVWeKPohk1SiCJMtlrC,Nelson Gonçalves,Isto é Brasil,Ai Que Saudade Da Amélia,38,167706,False,0.665,0.662,0,-11.254,1,0.0758,0.395,0.0,0.598,0.782,97.615,4,samba;;;;;;;;;;;;;;;;;
127,2lxBZVbkiCXC1soks2RXwV,Ben Rector,Magic,Love Like This,61,214240,False,0.637,0.14,2,-11.472,1,0.0407,0.903,0.0,0.107,0.392,139.78,4,acoustic;;;;;;;;;;;;;;;;;
54514,3HaILSvfNEO0y7OcAzpCri,Deru,1979: Remixed,1979 (On A Snowy February Day),10,261841,False,0.163,0.119,2,-19.309,0,0.0403,0.926,0.91,0.539,0.0376,134.917,4,idm;;;;;;;;;;;;;;;;;
93781,41N3Un7cXuEVtT8GwmheVb,Vladimir Nechaev;"Владимир Бунчиков,Три брата (1941 - 1961),""Спасибо, Великий Учитель"",0,187128,False,0.333,0.245,5,-14.394,1,0.0392,0.949,9.64e-06,0.532,0.373,88.596,4,romance";;;;;;;;;;;;;;;;
4258,26g48sI8nJSWGtLecKZrej,James Heather,Invisible Forces,Ultraviolet,60,93657,False,0.248,0.0621,5,-31.174,1,0.0362,0.988,0.873,0.144,0.0398,68.537,5,ambient;;;;;;;;;;;;;;;;;
52778,6LdscuidyhVyr0ydxUfd8E,Ray Price,Beauty Is...The Final Sessions,This Thing of Ours,12,179866,False,0.393,0.397,8,-9.2,1,0.0352,0.8,3.79e-06,0.0951,0.31,131.294,4,honky-tonk;;;;;;;;;;;;;;;;;
6061,3leX6DLRl06RD1effNpB0Q,Wormwood,Arkivet,The Archive,22,429540,False,0.424,0.948,9,-6.401,0,0.096,0.0002,0.00104,0.111,0.134,136.047,4,black-metal;;;;;;;;;;;;;;;;;
57281,7zJ9QW6qw89mJAtzEDzzai,Stevie Wonder,A Very 60s Christmas,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,indie;;;;;;;;;;;;;;;;;
7417,6DTLx50sFeFLMCrJOlyT2C,Alison Krauss & Union Station,Every Time You Say Goodbye,I Don't Know Why,24,165493,False,0.587,0.427,5,-11.995,1,0.0282,0.816,0.0153,0.091,0.839,139.561,4,bluegrass;;;;;;;;;;;;;;;;;
82109,1VrIr1toXX6bOSdotodB71,Badfinger,No Dice (Remastered 2010 / Deluxe Edition),Without You - Remastered 2010,53,283493,False,0.558,0.339,6,-10.393,1,0.0274,0.429,2.75e-06,0.16,0.309,135.235,4,power-pop;;;;;;;;;;;;;;;;;
2024,58yD1ZePlS6V4gImXGV8Ed,Red Hot Chili Peppers,Daily Pop Mix,Tippa My Tongue,0,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alt-rock;;;;;;;;;;;;;;;;;
10461,4cgSHdmtiIjcWMtEernSX9,Stanton Warriors,Colima,Colima,14,245122,False,0.769,0.968,6,-3.894,1,0.0505,0.0312,0.772,0.0775,0.255,128.032,4,breakbeat;;;;;;;;;;;;;;;;;
59095,5zeri0nScx4GFiVfW4GDpM,Alphaxone;Onasander;protoU,Shadows of Forgotten Legends,Northern Waves,9,490591,False,0.133,0.231,0,-22.818,1,0.0335,0.841,0.973,0.144,0.0865,85.568,4,iranian;;;;;;;;;;;;;;;
78687,0RQut91qxjex5JB6RrkJab,Ina Colada,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,Wer nicht springt der muss bezahlen,0,213902,False,0.577,0.995,1,-1.934,1,0.0856,0.225,0.0,0.388,0.795,74.996,4,party;;;;;;;;;;;;;;;;;
60997,4YXY9sJAYmOM9mk4z4dTGz,Kiprich,Riddim Driven: Juice,Ring,18,168733,False,0.666,0.892,1,-6.502,0,0.289,0.015,0.0,0.0552,0.909,191.883,4,j-dance;;;;;;;;;;;;;;;;;
46333,0XztcW5BuUDPV1TpFcDJb6,The Prophet,La Bush Temple Of House,Recession,22,219386,False,0.692,0.932,7,-7.377,1,0.0874,0.0318,0.061,0.558,0.578,150.007,4,happy;;;;;;;;;;;;;;;;;
60165,2vFhoWx77rbzZsyKmi5k6r,6t6;Skillibang;DJ Smoak,Isis,Isis,30,139258,True,0.868,0.411,5,-10.347,0,0.535,0.7,0.0,0.311,0.349,109.688,4,j-dance;;;;;;;;;;;;;;;
10267,7rmwtEyVrmLOT0ibOGTB7Y,Ed Solo;"Stickybuds,""Welcome To The Jungle: Drum & Bass X Jungle: Mixed By Deekline, Ed Solo & Serial Killaz"",Take My Love For Granted,16,289772,False,0.644,0.91,10,-6.504,0,0.0547,0.00706,0.0124,0.535,0.918,176.011,4,breakbeat";;;;;;;;;;;;;;;;
84431,4h2jrA7MTbFNk1HK1FYdak,The Monkees,More of The Monkees (Deluxe Edition),I'm a Believer - Alternate Mix; 2006 Remaster,56,170373,False,0.549,0.716,0,-8.387,1,0.0317,0.315,0.0,0.73,0.938,79.193,4,psych-rock;;;;;;;;;;;;;;;;
15320,2yyluSgySg95O24RBkgrMR,keshi,always,B.Y.S.,64,165154,False,0.632,0.653,9,-6.646,1,0.0379,0.508,0.0,0.265,0.355,99.997,4,chill;;;;;;;;;;;;;;;;;
101704,6FAg23nCoYoNOpV7QXc3nb,Sami Muni,Pharīthī,Pharīthī,60,128365,False,0.165,0.0041,5,-36.552,1,0.0675,0.991,0.73,0.119,0.0392,139.404,4,sleep;;;;;;;;;;;;;;;;;
10198,0LLAn8CfkDPvzcGpXiqGqh,Roni Size;Reprazent;DJ Die,New Forms (20th Anniversary Edition),Watching Windows - DJ Die Gnarly Vocal Mix,18,457746,False,0.634,0.794,7,-4.337,1,0.0415,0.0192,0.708,0.0741,0.205,169.879,4,breakbeat;;;;;;;;;;;;;;;
57836,0Z1WCUZ5NGzVt0s0XzXGMi,Maisie Peters,rainy day indie,Sad Girl Summer,0,164800,False,0.547,0.791,0,-3.906,1,0.127,0.558,0.0,0.354,0.595,84.222,4,indie;;;;;;;;;;;;;;;;;
53094,2cDcYOhmL0nsZuLSXq2eUU,Marshmello;Bastille,Arbeitsmusik Herbst/Winter 2022/2023,Happier,0,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4,house;;;;;;;;;;;;;;;;
75454,44ehTQAdu2IxkVNKmVCGVA,Ira Stein,Carousel,Briarcombe,22,383640,False,0.412,0.153,4,-17.123,0,0.0344,0.837,0.881,0.0761,0.08,131.253,4,new-age;;;;;;;;;;;;;;;;;
16022,5LpADD2axDBVmy9dGoUyxQ,Wolfgang Amadeus Mozart;Bernhard Paumgartner;"Camerata Salzburg,Clásica para los niños de hoy,""Divertimento in D Major, K. 136: I. Allegro"",0,71960,False,0.478,0.311,9,-13.227,1,0.0357,0.899,0.107,0.255,0.667,121.83,4,classical";;;;;;;;;;;;;;;
